log_file_path,lr,bs,ti,loss,smooth loss,h,ffnh,numh,numl,D,N,D/N,M,exp_name
/data/group-xiangyu/pretrain-playground/tensorboard_logs/llm-family-1b/D_N_93_resume_20b/step2v2_0603_lr_bs_1b_dense_exp_d80b_lr1.220E-04_bs1024_mlr1.220E-05_resume_d20b/train_log_31.txt,0.000122,1024,47683,2.173389,2.178345165844669,2048,8192,16,16,100000000000,1073741824,93.13225746154784,7247757312,step2v2_0603_lr_bs_1b_dense_exp_d80b_lr1.220E-04_bs1024_mlr1.220E-05_resume_d20b
/data/group-xiangyu/pretrain-playground/tensorboard_logs/llm-family-1b/D_N_93_resume_20b/step2v2_0603_lr_bs_1b_dense_exp_d80b_lr9.770E-04_bs4096_mlr9.770E-05_resume_d20b/train_log_31.txt,0.000977,4096,11920,2.138848,2.13724398874041,2048,8192,16,16,100000000000,1073741824,93.13225746154784,7247757312,step2v2_0603_lr_bs_1b_dense_exp_d80b_lr9.770E-04_bs4096_mlr9.770E-05_resume_d20b
/data/group-xiangyu/pretrain-playground/tensorboard_logs/llm-family-1b/D_N_93_resume_20b/step2v2_0603_lr_bs_1b_dense_exp_d80b_lr1.381E-03_bs512_mlr1.381E-04_resume_d20b/train_log_31.txt,0.001381,512,95367,2.067122,2.076194533327832,2048,8192,16,16,100000000000,1073741824,93.13225746154784,7247757312,step2v2_0603_lr_bs_1b_dense_exp_d80b_lr1.381E-03_bs512_mlr1.381E-04_resume_d20b
/data/group-xiangyu/pretrain-playground/tensorboard_logs/llm-family-1b/D_N_93_resume_20b/step2v2_0603_lr_bs_1b_dense_exp_d80b_lr2.440E-04_bs256_mlr2.440E-05_resume_d20b/train_log_31.txt,0.000244,256,190734,2.100207,2.105713816847771,2048,8192,16,16,100000000000,1073741824,93.13225746154784,7247757312,step2v2_0603_lr_bs_1b_dense_exp_d80b_lr2.440E-04_bs256_mlr2.440E-05_resume_d20b
/data/group-xiangyu/pretrain-playground/tensorboard_logs/llm-family-1b/D_N_93_resume_20b/step2v2_0603_lr_bs_1b_dense_exp_d80b_lr1.381E-03_bs256_mlr1.381E-04_resume_d20b/train_log_31.txt,0.001381,256,190734,2.075058,2.0802123351330635,2048,8192,16,16,100000000000,1073741824,93.13225746154784,7247757312,step2v2_0603_lr_bs_1b_dense_exp_d80b_lr1.381E-03_bs256_mlr1.381E-04_resume_d20b
/data/group-xiangyu/pretrain-playground/tensorboard_logs/llm-family-1b/D_N_93_resume_20b/step2v2_0603_lr_bs_1b_dense_exp_d80b_lr2.762E-03_bs1024_mlr2.762E-04_resume_d20b/train_log_31.txt,0.002762,1024,47683,2.083235,2.0878243361278472,2048,8192,16,16,100000000000,1073741824,93.13225746154784,7247757312,step2v2_0603_lr_bs_1b_dense_exp_d80b_lr2.762E-03_bs1024_mlr2.762E-04_resume_d20b
/data/group-xiangyu/pretrain-playground/tensorboard_logs/llm-family-1b/D_N_93_resume_20b/step2v2_0603_lr_bs_1b_dense_exp_d80b_lr6.910E-04_bs1472_mlr6.910E-05_resume_d20b/train_log_31.txt,0.000691,1472,33171,2.101887,2.108203377026537,2048,8192,16,16,100000000000,1073741824,93.13225746154784,7247757312,step2v2_0603_lr_bs_1b_dense_exp_d80b_lr6.910E-04_bs1472_mlr6.910E-05_resume_d20b
/data/group-xiangyu/pretrain-playground/tensorboard_logs/llm-family-1b/D_N_93_resume_20b/step2v2_0603_lr_bs_1b_dense_exp_d80b_lr1.730E-04_bs1472_mlr1.730E-05_resume_d20b/train_log_31.txt,0.000173,1472,33171,2.161553,2.1683859512925,2048,8192,16,16,100000000000,1073741824,93.13225746154784,7247757312,step2v2_0603_lr_bs_1b_dense_exp_d80b_lr1.730E-04_bs1472_mlr1.730E-05_resume_d20b
/data/group-xiangyu/pretrain-playground/tensorboard_logs/llm-family-1b/D_N_93_resume_20b/step2v2_0603_lr_bs_1b_dense_exp_d80b_lr2.762E-03_bs64_mlr2.762E-04_resume_d20b/train_log_31.txt,0.002762,64,762939,2.1781,2.173448343545263,2048,8192,16,16,100000000000,1073741824,93.13225746154784,7247757312,step2v2_0603_lr_bs_1b_dense_exp_d80b_lr2.762E-03_bs64_mlr2.762E-04_resume_d20b
/data/group-xiangyu/pretrain-playground/tensorboard_logs/llm-family-1b/D_N_93_resume_20b/step2v2_0603_lr_bs_1b_dense_exp_d80b_lr3.906E-03_bs4096_mlr3.906E-04_resume_d20b/train_log_31.txt,0.003906,4096,11920,2.14631,2.1446990331596103,2048,8192,16,16,100000000000,1073741824,93.13225746154784,7247757312,step2v2_0603_lr_bs_1b_dense_exp_d80b_lr3.906E-03_bs4096_mlr3.906E-04_resume_d20b
/data/group-xiangyu/pretrain-playground/tensorboard_logs/llm-family-1b/D_N_93_resume_20b/step2v2_0603_lr_bs_1b_dense_exp_d80b_lr1.220E-04_bs384_mlr1.220E-05_resume_d20b/train_log_31.txt,0.000122,384,127156,2.139522,2.142338537954738,2048,8192,16,16,100000000000,1073741824,93.13225746154784,7247757312,step2v2_0603_lr_bs_1b_dense_exp_d80b_lr1.220E-04_bs384_mlr1.220E-05_resume_d20b
/data/group-xiangyu/pretrain-playground/tensorboard_logs/llm-family-1b/D_N_93_resume_20b/step2v2_0603_lr_bs_1b_dense_exp_d80b_lr2.762E-03_bs704_mlr2.762E-04_resume_d20b/train_log_31.txt,0.002762,704,69358,2.071009,2.0809148227633463,2048,8192,16,16,100000000000,1073741824,93.13225746154784,7247757312,step2v2_0603_lr_bs_1b_dense_exp_d80b_lr2.762E-03_bs704_mlr2.762E-04_resume_d20b
/data/group-xiangyu/pretrain-playground/tensorboard_logs/llm-family-1b/D_N_93_resume_20b/step2v2_0603_lr_bs_1b_dense_exp_d80b_lr9.770E-04_bs512_mlr9.770E-05_resume_d20b/train_log_31.txt,0.000977,512,95367,2.072885,2.082339567262514,2048,8192,16,16,100000000000,1073741824,93.13225746154784,7247757312,step2v2_0603_lr_bs_1b_dense_exp_d80b_lr9.770E-04_bs512_mlr9.770E-05_resume_d20b
